=== D_blk128 sweep : N=32 ranks=256 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      29.86             27.21             32.41          10
8                      29.87             27.76             31.77          10
16                     29.71             27.33             32.85          10
32                     29.28             26.39             31.15          10
64                     29.74             27.50             31.97          10
128                    31.69             28.48             34.75          10
256                    55.11             51.77             59.13          10
512                    58.10             55.89             61.82          10
1024                   54.88             51.02             58.86          10
2048                   63.10             55.98             68.85          10
4096                   84.47             81.17             87.60          10
8192                  125.02            120.97            128.39          10
16384                 124.44            122.10            128.13          10
32768                 141.87            136.71            147.98          10
65536                 164.72            160.56            168.55          10
131072                305.51            301.29            311.13          10
262144                315.21            307.94            324.21          10
524288                355.19            347.84            360.49          10
1048576               391.69            386.40            397.85          10
2097152               472.41            464.50            481.18          10
4194304               613.48            607.30            618.96          10
8388608               892.15            883.86            903.58          10
16777216             1489.82           1473.75           1516.51          10
33554432             2662.77           2640.89           2714.33          10
67108864             5081.00           5052.55           5128.94          10
134217728           10145.72          10076.72          10254.05          10
268435456           20454.11          20374.46          20572.99          10
536870912           41059.50          40985.78          41177.59          10
1073741824          82052.89          81994.08          82139.70          10
2147483648         164340.10         164262.96         164448.49          10
4294967296         329677.00         329617.61         329767.71          10
