=== D_cray_gpuaware : N=32 ranks=256 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      29.27             27.94             30.68          50
8                      29.34             28.13             30.14          50
16                     29.02             27.51             30.34          50
32                     29.15             27.87             30.70          50
64                     29.45             28.54             30.40          50
128                    30.89             30.08             31.99          50
256                    51.04             49.85             52.26          50
512                    50.08             48.87             51.78          50
1024                   52.27             50.05             54.91          50
2048                   55.53             53.74             57.39          50
4096                   79.35             78.20             80.85          50
8192                  110.55            108.78            112.44          50
16384                 120.60            118.36            122.60          50
32768                 136.28            133.96            139.01          50
65536                 172.88            165.42            177.67          50
131072                289.47            287.27            291.72          50
262144                302.76            300.52            304.90          50
524288                336.80            333.43            339.77          50
1048576               379.12            377.10            381.81          50
2097152               457.72            454.85            461.05          50
4194304               600.31            597.51            603.01          50
8388608               892.18            883.27            903.14          50
16777216             1793.97           1783.33           1807.48          50
33554432             3644.55           3632.28           3657.36          50
67108864             7297.41           7289.09           7309.83          50
134217728           16805.58          16798.05          16815.01          50
268435456           33972.81          33960.14          33999.99          50
536870912           63598.53          63586.36          63614.08          50
1073741824         121885.43         121877.14         121895.71          50
