=== AUTO_hmem (stock tree + FI_HMEM GPU-direct RDMA) ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                     297.29            267.16            342.59          30
16                    295.43            265.29            339.93          30
32                    292.39            263.96            336.87          30
64                    293.29            264.05            334.29          30
128                   296.17            265.89            337.54          30
256                   375.33            337.06            456.08          30
512                   376.85            338.97            457.23          30
1024                  383.38            346.77            460.52          30
2048                  525.59            508.10            562.64          30
4096                  519.89            510.06            535.69          30
8192                  543.61            532.10            556.16          30
16384                 571.05            559.28            583.03          30
32768                 600.05            588.48            611.63          30
65536                 628.79            617.27            641.17          30
131072                864.58            815.63            925.86          30
262144               1121.38           1046.90           1220.21          30
524288               1321.73           1261.32           1422.94          30
1048576              1533.37           1473.02           1590.52          30
2097152              1823.73           1795.81           1868.76          30
4194304              2186.96           2153.14           2214.92          30
8388608              3019.75           2988.50           3055.16          30
16777216             8637.68           8615.39           8665.95          30
33554432            28531.07          28348.69          28713.06          30
67108864            60776.35          60469.67          61126.01          30
134217728          121835.12         121289.56         122396.14          30
268435456          226316.99         225252.44         227541.08          30
