=== AUTO_json (RCCL >=64 KiB via csel) ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                     124.39             87.55            138.32          30
16                    116.00             80.58            130.09          30
32                    107.82             72.21            121.77          30
64                    107.48             67.99            122.06          30
128                   161.13             96.97            182.26          30
256                   165.26             99.63            186.96          30
512                   170.05            102.27            192.48          30
1024                  178.15            106.85            202.07          30
2048                  195.28            117.20            220.36          30
4096                  200.89            125.19            223.79          30
8192                  201.11            125.77            225.85          30
16384                 203.60            127.81            225.22          30
32768                 225.20            213.66            234.87          30
65536                 258.55            248.16            268.17          30
131072                326.81            316.18            336.11          30
262144                456.90            443.22            467.58          30
524288                507.43            494.51            518.43          30
1048576               611.16            599.45            621.86          30
2097152               564.22            531.47            592.85          30
4194304               679.37            644.01            779.81          30
8388608              1408.50           1316.83           1512.25          30
16777216             1631.18           1552.13           1779.57          30
33554432             3327.08           3158.55           3626.58          30
67108864             4894.42           4598.12           5077.50          30
134217728            5522.23           5249.48           6084.16          30
268435456            9931.77           9044.83          10766.24          30
