=== C_mpich_rccl : N=2 ranks=16 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      58.10             49.91             64.99          50
8                      51.24             43.58             57.68          50
16                     39.28             31.99             45.47          50
32                     39.24             31.85             45.72          50
64                     40.95             33.21             47.69          50
128                    43.69             35.00             51.44          50
256                    45.34             36.29             53.56          50
512                    46.92             37.52             55.43          50
1024                   48.36             38.47             57.44          50
2048                   51.94             41.53             61.51          50
4096                   57.90             49.38             65.58          50
8192                   58.89             50.88             67.56          50
16384                  55.18             48.29             61.75          50
32768                  62.92             60.00             65.74          50
65536                  68.95             66.36             71.40          50
131072                 81.23             78.60             83.43          50
262144                105.74            103.39            107.29          50
524288                148.26            145.48            151.98          50
1048576               165.04            161.68            168.72          50
2097152               193.70            190.86            197.04          50
4194304               250.54            247.77            254.54          50
8388608               359.19            352.26            365.45          50
16777216              535.21            528.47            542.52          50
33554432              882.51            875.25            891.08          50
67108864             1521.59           1506.26           1537.99          50
134217728            2763.48           2750.03           2782.64          50
268435456            5178.45           5145.15           5210.22          50
536870912           10005.25           9938.86          10076.07          50
1073741824          19166.51          19072.07          19266.74          50
