=== C_mpich_rccl : N=2 ranks=16 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      57.45             49.35             63.84          50
8                      50.53             42.64             56.59          50
16                     39.05             31.60             45.10          50
32                     39.01             31.49             45.05          50
64                     40.32             32.41             46.78          50
128                    43.48             34.65             50.89          50
256                    44.72             35.39             52.91          50
512                    45.98             36.27             54.55          50
1024                   48.17             38.12             57.27          50
2048                   50.95             40.36             60.74          50
4096                   56.60             48.96             64.15          50
8192                   56.46             49.16             63.46          50
16384                  54.80             47.95             61.16          50
32768                  62.13             59.58             64.59          50
65536                  68.24             65.61             70.73          50
131072                 80.53             78.31             82.77          50
262144                104.43            102.11            106.57          50
524288                147.86            145.41            151.59          50
1048576               164.98            162.29            168.68          50
2097152               193.27            190.06            197.54          50
4194304               250.59            247.56            255.81          50
8388608               359.03            352.51            366.07          50
16777216              534.83            526.75            541.01          50
33554432              882.57            873.44            892.18          50
67108864             1521.13           1503.94           1535.44          50
134217728            2762.87           2741.83           2779.71          50
268435456            5169.22           5136.86           5199.62          50
536870912            9973.72           9899.46          10023.96          50
1073741824          19118.54          19048.98          19173.18          50
