=== A_mpich_host : N=2 ranks=16 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      22.09             18.31             25.59          50
8                      21.74             17.87             25.39          50
16                     21.67             18.35             24.92          50
32                     22.32             18.49             26.10          50
64                     36.74             34.04             39.61          50
128                    37.20             34.53             39.88          50
256                    37.35             34.41             40.34          50
512                    37.02             34.46             39.71          50
1024                   38.38             35.72             41.13          50
2048                   39.44             36.48             42.43          50
4096                   42.49             39.52             45.57          50
8192                   46.46             43.14             50.16          50
16384                  52.22             49.40             55.35          50
32768                  67.13             64.02             70.10          50
65536                  88.75             85.06             92.94          50
131072                131.85            126.73            139.31          50
262144                214.99            206.31            224.73          50
524288                385.12            369.18            407.48          50
1048576               708.57            660.00            755.96          50
2097152              1530.56           1404.83           1603.56          50
4194304              3209.59           3071.66           3404.17          50
8388608              5813.37           5519.35           6109.90          50
16777216            10174.19           9874.20          10471.33          50
33554432            32278.34          31849.43          32850.70          50
