=== D_cray_gpuaware : N=2 ranks=16 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                       6.42              5.98              6.85          50
8                       6.49              6.14              6.86          50
16                      6.33              6.08              6.63          50
32                      6.33              6.23              6.45          50
64                      6.46              5.91              7.04          50
128                     7.34              7.30              7.40          50
256                    16.91             16.00             17.86          50
512                    15.70             14.88             16.60          50
1024                   17.23             15.54             19.76          50
2048                   19.82             17.87             21.60          50
4096                   30.37             29.15             31.71          50
8192                   53.57             52.66             54.42          50
16384                  59.16             58.22             60.05          50
32768                  69.38             68.51             70.31          50
65536                  90.97             89.68             92.61          50
131072                144.25            143.55            145.03          50
262144                153.69            153.30            154.24          50
524288                178.40            178.04            178.92          50
1048576               206.97            206.09            207.82          50
2097152               262.73            261.90            263.55          50
4194304               372.93            372.03            373.69          50
8388608               599.87            599.17            600.48          50
16777216             1203.14           1202.10           1204.23          50
33554432             2405.16           2404.18           2406.04          50
67108864             4811.62           4810.71           4812.38          50
134217728            9709.85           9709.43           9710.32          50
268435456           19415.17          19414.67          19415.48          50
536870912           38784.03          38783.13          38784.89          50
1073741824          77621.47          77620.62          77622.06          50
