=== AUTO_json (RCCL >=64 KiB via csel) ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                     123.39             84.53            138.88          30
16                    115.95             78.55            130.70          30
32                    106.79             69.59            121.43          30
64                    107.11             66.44            122.44          30
128                   161.84             96.27            183.71          30
256                   166.02             98.92            188.81          30
512                   170.58            101.44            194.06          30
1024                  178.46            105.55            203.46          30
2048                  196.12            116.50            222.28          30
4096                  203.57            125.39            227.06          30
8192                  201.58            125.00            226.21          30
16384                 203.87            126.98            226.18          30
32768                 222.80            212.15            232.58          30
65536                 260.36            248.07            270.11          30
131072                328.80            314.96            339.46          30
262144                456.00            443.00            467.31          30
524288                507.39            495.71            517.46          30
1048576               610.01            596.44            621.51          30
2097152               546.07            514.77            568.72          30
4194304               718.49            679.82            769.60          30
8388608              1360.75           1269.52           1450.28          30
16777216             1881.01           1787.83           2075.82          30
33554432             3456.80           3309.98           3669.12          30
67108864             5564.73           5271.61           5700.52          30
134217728            6192.33           5793.83           6537.74          30
268435456           10147.94           9755.67          10681.04          30
