=== D_cray_gpuaware : N=8 ranks=64 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      18.32             17.21             19.76          50
8                      18.07             17.54             18.75          50
16                     18.25             17.82             19.22          50
32                     18.17             17.80             18.75          50
64                     18.36             17.92             18.81          50
128                    18.93             17.67             20.08          50
256                    35.20             34.12             36.14          50
512                    34.29             33.36             35.38          50
1024                   35.81             33.98             38.63          50
2048                   39.50             37.91             41.45          50
4096                   59.07             57.82             60.49          50
8192                   88.70             87.00             90.39          50
16384                  97.33             95.72             98.92          50
32768                 107.25            105.44            108.85          50
65536                 129.59            127.29            131.36          50
131072                222.98            220.41            224.70          50
262144                235.42            233.05            237.52          50
524288                266.97            265.88            268.34          50
1048576               308.87            307.32            310.21          50
2097152               382.37            380.69            384.02          50
4194304               508.83            507.51            510.65          50
8388608               784.01            773.78            794.66          50
16777216             1574.61           1562.50           1586.88          50
33554432             3161.59           3149.41           3173.95          50
67108864             6361.78           6349.79           6374.40          50
134217728           12799.77          12788.70          12816.40          50
268435456           26650.16          26638.75          26661.10          50
536870912           54076.12          54064.70          54086.41          50
1073741824         104808.61         104713.76         104894.86          50
