=== C_mpich_rccl : N=8 ranks=64 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      85.34             64.77             96.77          50
8                      76.85             57.55             87.49          50
16                     64.19             45.19             74.52          50
32                     64.71             45.22             74.92          50
64                     69.01             48.09             80.07          50
128                    94.70             63.14            110.08          50
256                    96.91             64.72            112.86          50
512                   100.56             66.97            117.16          50
1024                  105.15             70.52            122.54          50
2048                  113.08             75.35            132.01          50
4096                  120.05             84.94            138.89          50
8192                  119.43             84.35            137.97          50
16384                 116.20             81.48            133.43          50
32768                 134.74            127.68            143.17          50
65536                 150.52            145.27            155.18          50
131072                184.77            179.39            189.75          50
262144                251.94            245.59            256.64          50
524288                295.62            286.58            301.22          50
1048576               386.79            377.18            396.56          50
2097152               321.31            307.51            334.89          50
4194304               413.48            381.96            442.68          50
8388608               680.90            592.55            750.93          50
16777216              845.39            815.08            875.24          50
33554432             1222.26           1141.27           1278.53          50
67108864             2733.88           2588.42           2803.47          50
134217728            3642.42           3521.15           3730.70          50
268435456            5766.86           5735.16           5795.67          50
536870912           12570.27          12401.49          12943.96          50
1073741824          25882.63          25477.18          26768.45          50
