=== D_kernel0 sweep : N=2048 ranks=16384 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      57.00             53.30             89.67          20
8                      56.52             53.28             60.44          20
16                     56.36             53.17             60.15          20
32                     56.50             52.86             60.38          20
64                     57.06             53.87             60.15          20
128                    61.44             57.51             66.59          20
256                    94.55             88.92            102.26          20
512                    94.15             89.48            101.37          20
1024                   96.05             90.67            105.03          20
2048                  104.24             96.48            112.49          20
4096                  105.83            101.28            111.54          20
8192                  151.30            146.19            158.36          20
16384                 182.68            174.33            192.89          20
32768                 340.70            305.79            358.44          20
65536                 264.94            256.89            278.79          20
131072                316.97            306.34            333.61          20
262144                432.64            413.37            453.67          20
524288                692.31            654.54            737.01          20
1048576              1027.77            962.46           1075.08          20
2097152              2066.26           2012.37           2104.79          20
4194304             10116.22          10054.25          10295.53          20
8388608             34264.71          34178.35          34443.44          20
16777216            34372.16          34263.72          34518.39          20
33554432            32714.78          32655.84          32753.44          20
67108864            64939.34          64876.08          64974.50          20
134217728          129646.58         129589.96         129683.15          20
268435456          259805.39         259750.65         259845.90          20
536870912          519261.15         519207.18         519297.26          20
1073741824        1053884.78        1053832.13        1053922.88          20
2147483648        2088115.45        2088060.09        2088149.58          20
4294967296        4088072.89        4088026.50        4088106.56          20
