=== A_mpich_host : N=32 ranks=256 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      47.74             43.22             53.10          50
8                      47.15             42.67             52.95          50
16                     47.31             42.47             53.17          50
32                     47.59             42.86             52.82          50
64                     47.70             42.86             53.51          50
128                    49.48             44.91             55.54          50
256                    62.64             58.85             67.75          50
512                    64.21             60.00             69.31          50
1024                   91.57             88.07             95.25          50
2048                   92.79             89.79             96.32          50
4096                   99.21             96.15            102.80          50
8192                  107.39            103.34            112.55          50
16384                 121.87            117.87            127.47          50
32768                 141.56            136.76            146.90          50
65536                 170.37            165.83            175.83          50
131072                212.28            206.03            218.99          50
262144                300.10            279.12            312.43          50
524288                478.87            434.59            510.42          50
1048576               908.05            824.10            991.93          50
2097152              1739.80           1557.09           1913.67          50
4194304              3495.38           3121.56           3879.85          50
8388608              6592.30           6026.70           7012.35          50
16777216            10579.13          10277.20          10808.04          50
33554432            34483.75          33802.24          35449.14          50
