=== D_blk64 sweep : N=128 ranks=1024 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      38.59             36.36             40.62          20
8                      38.41             36.83             40.73          20
16                     38.31             36.08             40.07          20
32                     38.37             36.14             40.35          20
64                     38.63             36.82             40.49          20
128                    40.89             38.18             43.03          20
256                    67.86             64.60             71.36          20
512                    67.18             63.77             70.52          20
1024                   68.45             64.71             72.93          20
2048                   75.19             68.06             79.97          20
4096                   99.97             97.22            104.87          20
8192                  140.91            136.68            145.63          20
16384                 142.55            139.45            147.05          20
32768                 160.07            154.17            167.04          20
65536                 194.85            190.18            203.44          20
131072                358.88            355.15            363.67          20
262144                371.99            367.65            377.77          20
524288                406.17            400.14            413.55          20
1048576               446.48            439.03            456.49          20
2097152               529.56            522.08            539.11          20
4194304               669.02            661.47            677.91          20
8388608               968.96            958.03            983.04          20
16777216             1573.03           1556.79           1599.47          20
33554432             2796.20           2773.14           2823.57          20
67108864             5275.98           5248.97           5318.01          20
134217728           10569.41          10547.85          10605.90          20
268435456           21217.57          21188.99          21271.83          20
536870912           42617.25          42597.80          42653.77          20
1073741824          95466.37          95415.81          95604.60          20
2147483648         178167.90         178138.16         178241.87          20
4294967296         339799.02         339776.19         339835.01          20
