=== D_cray_gpuaware : N=128 ranks=1024 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      38.54             36.69             40.78          50
8                      38.30             35.95             40.86          50
16                     38.61             36.44             41.18          50
32                     38.32             36.54             40.98          50
64                     38.55             36.62             41.05          50
128                    40.46             37.79             44.02          50
256                    66.57             64.26             70.42          50
512                    66.04             63.61             69.50          50
1024                   68.44             65.52             74.30          50
2048                   71.68             68.47             75.61          50
4096                   97.30             94.23            102.00          50
8192                  132.03            128.89            137.38          50
16384                 140.82            137.36            146.76          50
32768                 158.39            154.19            165.20          50
65536                 184.32            180.50            191.94          50
131072                346.08            342.08            353.12          50
262144                362.80            360.07            367.91          50
524288                395.05            389.92            405.53          50
1048576               439.79            434.11            449.22          50
2097152               518.20            512.39            527.38          50
4194304               664.47            659.09            673.08          50
8388608               999.34            990.57           1017.20          50
16777216             3207.00           3179.87           3280.57          50
33554432             7762.28           7739.80           7790.94          50
67108864            18147.75          18109.91          18216.97          50
134217728           18059.97          18048.46          18079.61          50
268435456           65389.08          65358.08          65567.56          50
536870912           69397.62          69386.56          69435.13          50
1073741824         137206.83         137198.90         137225.43          50
