=== D_kernel0 sweep : N=16 ranks=128 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      24.33             23.60             25.53          20
8                      24.14             23.23             25.13          20
16                     23.85             22.15             25.73          20
32                     24.04             23.25             24.73          20
64                     24.39             23.62             25.07          20
128                    25.67             24.12             27.91          20
256                    45.71             43.99             48.30          20
512                    44.32             42.60             46.26          20
1024                   45.49             42.60             49.82          20
2048                   53.19             48.25             57.43          20
4096                   71.65             70.22             73.42          20
8192                  104.27            102.68            107.01          20
16384                 111.94            109.93            114.55          20
32768                 125.90            123.31            129.03          20
65536                 158.80            155.74            164.38          20
131072                218.81            215.37            223.64          20
262144                276.74            268.71            283.66          20
524288                454.34            428.54            468.94          20
1048576               830.22            805.67            844.73          20
2097152              1690.29           1662.83           1710.13          20
4194304              3253.08           3222.66           3272.19          20
8388608              6433.39           6402.77           6451.69          20
16777216            14769.90          14726.95          14789.20          20
33554432            32324.07          32296.27          32339.36          20
67108864            51169.13          51130.56          51187.05          20
134217728          102162.10         102125.93         102179.86          20
268435456          205031.68         204986.37         205048.20          20
536870912          408212.66         408173.04         408230.53          20
1073741824         816345.67         816303.65         816359.88          20
2147483648        1634323.44        1634287.06        1634340.12          20
4294967296        3271416.78        3271387.42        3271433.18          20
