=== C_mpich_rccl : N=8 ranks=64 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      88.59             69.56            101.57          50
8                      73.74             54.16             86.02          50
16                     61.19             42.40             73.36          50
32                     61.01             41.95             73.17          50
64                     65.41             44.55             78.74          50
128                    90.72             59.52            108.17          50
256                    93.26             61.14            111.27          50
512                    95.43             62.39            114.64          50
1024                   99.70             64.98            119.77          50
2048                  108.22             71.00            129.22          50
4096                  115.88             79.03            136.85          50
8192                  117.63             83.12            138.48          50
16384                 114.83             80.69            132.82          50
32768                 135.65            129.46            141.98          50
65536                 151.78            146.50            156.83          50
131072                185.27            180.51            190.28          50
262144                251.16            246.00            256.98          50
524288                295.06            289.10            300.40          50
1048576               385.36            378.06            402.10          50
2097152               319.63            307.00            333.36          50
4194304               395.37            385.31            407.17          50
8388608               569.32            551.20            590.24          50
16777216              839.53            816.81            863.50          50
33554432             1270.18           1241.91           1297.65          50
67108864             2100.34           2048.44           2158.15          50
134217728            3663.66           3545.84           3989.65          50
268435456            5755.70           5731.62           5776.52          50
536870912           12523.47          12345.32          12691.96          50
1073741824          25643.03          25307.92          26054.25          50
