=== D_blk128 sweep : N=4 ranks=32 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      10.49              9.86             11.09          10
8                      10.29              9.41             11.14          10
16                     10.20              9.87             10.65          10
32                     10.01              9.31             10.46          10
64                     10.36              9.58             10.81          10
128                    12.00             11.30             12.66          10
256                    26.16             23.49             28.70          10
512                    28.82             27.51             30.39          10
1024                   24.19             21.61             28.37          10
2048                   33.53             27.23             38.33          10
4096                   47.10             45.30             48.68          10
8192                   75.49             73.71             77.03          10
16384                  72.91             71.10             74.29          10
32768                  82.28             80.74             84.06          10
65536                 103.71            100.43            107.36          10
131072                187.53            185.68            189.42          10
262144                205.72            202.68            207.82          10
524288                233.69            230.01            236.98          10
1048576               245.69            242.82            248.43          10
2097152               310.25            308.18            312.80          10
4194304               428.76            426.81            430.72          10
8388608               682.76            681.33            683.93          10
16777216             1219.20           1217.75           1220.63          10
33554432             2257.02           2254.29           2259.91          10
67108864             4389.53           4387.32           4392.20          10
134217728            8881.06           8874.70           8887.95          10
268435456           17771.52          17765.89          17777.36          10
536870912           35542.11          35538.60          35545.58          10
1073741824          71075.43          71071.43          71078.87          10
2147483648         142185.95         142180.29         142190.95          10
4294967296         284387.35         284382.26         284392.08          10
