=== A_mpich_host : N=512 ranks=4096 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      71.03             65.51             77.97          50
8                      71.06             64.69             78.49          50
16                     70.77             65.03             76.74          50
32                     71.07             65.16             77.52          50
64                     71.52             66.02             77.87          50
128                    74.78             68.39             81.72          50
256                    96.01             88.86            107.78          50
512                    97.51             89.43            109.07          50
1024                   99.26             92.08            110.63          50
2048                  102.95             95.23            115.22          50
4096                  107.52             98.33            122.66          50
8192                  128.19            119.44            147.86          50
16384                 170.08            160.48            185.95          50
32768                 198.26            187.25            218.24          50
65536                 234.45            222.65            258.16          50
131072                293.78            277.08            323.63          50
262144                396.42            365.67            440.69          50
524288                635.46            569.21            694.50          50
1048576              1500.24           1394.55           1652.67          50
2097152              2761.54           2519.01           3021.21          50
4194304              5751.49           5301.12           6095.73          50
8388608              9942.87           9403.64          10550.95          50
16777216            15097.34          14762.00          15634.63          50
33554432            43835.76          42697.00          45473.76          50
