=== D_cray_gpuaware : N=512 ranks=4096 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      47.49             43.92             50.76          50
8                      48.05             45.03             51.08          50
16                     46.90             43.17             49.94          50
32                     47.38             44.50             50.21          50
64                     47.85             45.13             50.50          50
128                    51.22             47.72             54.25          50
256                    80.53             77.52             85.13          50
512                    80.48             77.37             84.10          50
1024                   82.97             79.03             88.11          50
2048                   86.83             82.42             91.79          50
4096                   90.99             87.44             96.12          50
8192                  125.82            121.58            130.54          50
16384                 162.87            156.89            174.02          50
32768                 183.60            177.94            194.41          50
65536                 204.99            199.56            216.44          50
131072                404.69            399.27            415.19          50
262144                424.84            419.34            434.83          50
524288                462.63            456.42            474.42          50
1048576               702.02            693.73            716.89          50
2097152              1361.10           1341.76           1405.54          50
4194304              2173.45           2159.85           2251.93          50
8388608              2562.11           2534.58           2668.80          50
16777216             5978.97           5951.03           6024.93          50
33554432            12691.90          12615.62          12793.73          50
67108864            10514.40          10498.51          10551.86          50
134217728           19402.51          19384.83          19436.38          50
268435456           87355.73          87331.93          87619.96          50
536870912           95655.40          95639.02          95743.94          50
1073741824         217068.53         217032.83         217153.48          50
