=== C_mpich_rccl : N=512 ranks=4096 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     156.45            104.50            171.77          50
8                     145.07             92.97            160.58          50
16                    130.87             79.87            145.65          50
32                    136.63             85.09            151.64          50
64                    157.67             99.82            174.13          50
128                   222.27            131.90            245.77          50
256                   227.24            134.81            251.46          50
512                   234.86            139.38            260.12          50
1024                  245.58            144.37            272.33          50
2048                  271.17            158.08            299.37          50
4096                  276.83            166.28            302.91          50
8192                  277.28            168.51            302.09          50
16384                 279.65            169.28            303.70          50
32768                 297.42            279.62            316.70          50
65536                 351.30            333.68            370.06          50
131072                453.85            436.58            472.04          50
262144                663.71            645.51            682.59          50
524288                734.20            709.89            762.61          50
1048576               827.92            809.44            844.19          50
2097152              1197.37           1152.06           1229.14          50
4194304              2048.67           1957.75           2102.01          50
8388608              3088.03           2973.76           3137.63          50
16777216            40855.11          40646.92          40986.34          50
33554432             6161.07           5909.02           6275.41          50
67108864             8310.26           8034.78           8429.18          50
134217728           10985.92          10519.33          11411.26          50
268435456           17299.66          16505.10          17720.61          50
536870912           24212.92          23152.69          24665.59          50
1073741824          38886.49          37529.34          39690.48          50
