=== D_blk128 sweep : N=4096 ranks=32768 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      61.11             55.71            128.60          10
8                      61.05             56.11             65.61          10
16                     60.83             56.60             64.79          10
32                     61.13             56.59             64.91          10
64                     61.21             56.44             65.74          10
128                    65.92             60.55             72.05          10
256                   104.39             97.47            112.60          10
512                   108.10            102.61            116.43          10
1024                  103.88             97.89            113.94          10
2048                  113.79            104.37            124.44          10
4096                  114.68            108.44            122.50          10
8192                  177.19            168.95            186.78          10
16384                 191.38            185.86            202.24          10
32768                 366.08            340.44            390.61          10
65536                 542.00            499.18            576.47          10
131072                589.74            582.05            602.50          10
262144                589.82            579.96            605.13          10
524288                635.65            626.03            651.86          10
1048576               677.30            665.31            699.06          10
2097152               751.15            740.28            775.19          10
4194304               882.35            869.42            912.16          10
8388608              1184.12           1168.76           1217.28          10
16777216             1794.25           1772.62           1835.35          10
33554432             3363.98           3333.31           3417.89          10
67108864             5528.23           5475.45           5644.06          10
134217728           10645.55          10533.52          10808.49          10
268435456           21517.10          21406.14          21691.74          10
536870912           44420.30          44255.06          44686.78          10
1073741824         103691.97         103562.56         104141.03          10
2147483648         195258.33         195050.99         195560.68          10
4294967296         348577.58         348505.39         348752.26          10
