=== D_kernel0 sweep : N=64 ranks=512 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      34.61             31.92             40.06          20
8                      34.42             32.03             36.43          20
16                     34.53             31.93             36.74          20
32                     34.53             30.27             41.75          20
64                     34.46             31.42             37.01          20
128                    36.52             33.61             39.39          20
256                    61.25             58.94             65.08          20
512                    60.76             58.87             63.23          20
1024                   61.57             58.37             65.66          20
2048                   68.43             63.02             72.79          20
4096                   91.35             86.60             94.64          20
8192                  130.09            125.53            133.60          20
16384                 133.11            128.08            136.91          20
32768                 149.09            145.15            152.30          20
65536                 177.24            172.33            181.58          20
131072                267.19            260.50            274.60          20
262144                310.76            298.24            320.75          20
524288                489.55            455.33            509.26          20
1048576               866.61            828.54            884.99          20
2097152              1746.45           1708.23           1766.55          20
4194304              3428.40           3386.52           3444.47          20
8388608              6795.17           6746.82           6811.42          20
16777216            30656.09          30606.21          30684.65          20
33554432            29975.39          29926.45          29993.61          20
67108864            53999.14          53941.17          54015.50          20
134217728          107924.27         107874.56         107939.85          20
268435456          215568.49         215524.57         215585.60          20
536870912          431134.68         431085.54         431152.62          20
1073741824         862005.12         861952.25         862021.57          20
2147483648        1733488.28        1733436.85        1733505.08          20
4294967296        3477592.29        3477555.21        3477610.37          20
