=== C_mpich_rccl : N=1 ranks=8 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      59.81             57.09             62.88          50
8                      53.97             52.14             56.42          50
16                     41.16             38.76             43.90          50
32                     41.03             38.61             43.76          50
64                     41.11             38.70             43.77          50
128                    41.17             38.76             43.86          50
256                    41.84             39.40             44.32          50
512                    42.64             40.22             44.99          50
1024                   43.36             41.17             45.43          50
2048                   44.57             42.43             46.77          50
4096                   46.26             43.97             49.41          50
8192                   50.16             47.60             53.99          50
16384                  56.86             55.33             59.65          50
32768                  55.71             54.25             57.71          50
65536                  55.74             53.59             58.10          50
131072                 56.49             54.79             58.88          50
262144                 92.38             88.62             95.83          50
524288                114.85            108.02            119.96          50
1048576               126.08            119.76            130.51          50
2097152               149.78            142.86            154.35          50
4194304               197.64            190.70            203.45          50
8388608               289.24            276.85            297.93          50
16777216              302.89            299.87            306.54          50
33554432              507.87            503.28            515.37          50
67108864              922.47            909.54            942.14          50
134217728            1756.47           1729.82           1798.79          50
268435456            3422.73           3363.47           3513.57          50
536870912            6858.55           6746.05           6991.44          50
1073741824          13730.75          13627.96          13879.98          50
