=== A_mpich_host : N=32 ranks=256 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      47.23             42.93             53.79          50
8                      47.32             42.75             53.01          50
16                     46.98             42.48             52.99          50
32                     47.05             42.06             52.84          50
64                     47.57             43.04             53.45          50
128                    49.10             44.22             55.38          50
256                    61.76             56.16             68.48          50
512                    62.60             57.52             68.40          50
1024                   91.02             87.15             96.05          50
2048                   91.56             86.89             95.30          50
4096                   97.45             91.63            102.31          50
8192                  105.03             99.06            110.81          50
16384                 119.15            113.92            124.37          50
32768                 140.23            133.41            146.66          50
65536                 169.13            162.44            175.51          50
131072                209.87            199.64            217.54          50
262144                299.70            279.32            313.51          50
524288                483.09            432.75            508.28          50
1048576               907.21            806.73            958.21          50
2097152              1636.58           1448.95           1762.10          50
4194304              3204.73           2850.04           3469.42          50
8388608              6811.42           6252.50           7264.28          50
16777216            11005.63          10684.34          11480.83          50
33554432            34180.31          33435.95          34838.56          50
