=== AUTO_json (RCCL >=64 KiB via csel) ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                     371.54            337.55            457.92          30
16                    368.17            334.12            454.83          30
32                    367.66            332.88            454.61          30
64                    370.63            337.65            452.93          30
128                   369.52            340.74            409.57          30
256                   419.45            388.28            466.79          30
512                   425.29            391.54            473.81          30
1024                  430.95            396.45            482.50          30
2048                  704.74            688.51            723.33          30
4096                  726.65            709.47            745.00          30
8192                  742.31            727.29            758.92          30
16384                 758.32            739.45            778.29          30
32768                 775.57            758.60            796.42          30
65536                 789.55            771.21            807.34          30
131072                337.94            324.65            346.84          30
262144                460.06            447.50            469.77          30
524288                510.96            497.22            522.89          30
1048576               612.74            600.74            625.28          30
2097152               549.01            523.83            568.68          30
4194304               655.59            623.98            725.85          30
8388608              1430.06           1366.47           1542.32          30
16777216             1460.62           1400.00           1643.33          30
33554432             4135.30           3981.00           4377.06          30
67108864             5108.10           4820.55           5228.05          30
134217728            6954.24           6350.31           7704.72          30
268435456           10152.63           9510.67          10850.61          30
