=== A_mpich_host : N=8 ranks=64 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      37.57             33.16             42.48          50
8                      37.48             33.53             41.95          50
16                     37.64             33.18             42.79          50
32                     37.89             32.71             43.22          50
64                     37.93             33.39             41.99          50
128                    38.60             34.08             43.00          50
256                    67.68             64.63             70.94          50
512                    67.98             64.87             71.30          50
1024                   68.61             65.22             72.23          50
2048                   69.56             66.40             72.97          50
4096                   76.45             73.28             79.95          50
8192                   84.82             81.48             88.15          50
16384                  98.60             95.18            102.26          50
32768                 114.24            110.13            118.67          50
65536                 137.94            133.40            142.86          50
131072                182.47            174.09            196.10          50
262144                270.27            259.42            284.48          50
524288                449.35            420.47            468.90          50
1048576               868.48            777.31            941.16          50
2097152              1790.93           1587.05           1930.49          50
4194304              3364.38           2978.45           3634.56          50
8388608              6312.23           5896.66           6729.01          50
16777216            10456.64          10282.40          10609.50          50
33554432            33217.64          32614.84          34125.22          50
