=== C_mpich_rccl : N=4096 ranks=32768 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     796.85            680.11           1188.28          50
8                     776.38            674.15           1162.78          50
16                    847.35            731.31           1258.84          50
32                    763.90            655.67           1160.08          50
64                    800.50            688.77           1191.45          50
128                   835.47            680.73           1175.16          50
256                   444.49            264.88            489.90          50
512                   403.48            284.54            447.70          50
1024                  420.90            296.42            463.64          50
2048                  457.60            327.77            501.51          50
4096                  435.83            309.86            494.68          50
8192                  435.93            320.51            502.52          50
16384                 438.96            318.05            504.53          50
32768                 480.89            376.15            538.74          50
65536                 550.08            453.16            600.89          50
131072                710.75            593.04            765.76          50
262144               1011.47            902.86           1083.68          50
524288               1129.84           1031.20           1184.40          50
1048576              1354.50           1265.00           1427.78          50
2097152              2135.22           1977.67           2190.52          50
4194304              3476.57           3342.14           3569.83          50
8388608              3919.43           3753.73           4056.31          50
16777216             4969.36           4769.92           5169.38          50
33554432             8343.27           8034.04           8550.30          50
67108864            11779.36          11014.24          43714.37          50
134217728           18385.65          17427.48          19131.48          50
268435456           22421.79          21410.70          23100.84          50
536870912           37016.07          35981.05          37399.52          50
1073741824          49402.36          47910.72          50135.21          50
