=== D_cray_gpuaware : N=2 ranks=16 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                       6.60              5.99              7.15          50
8                       6.63              6.26              7.06          50
16                      6.48              6.24              6.76          50
32                      6.47              6.17              6.76          50
64                      6.38              6.11              6.71          50
128                     7.42              6.91              7.94          50
256                    17.69             17.08             18.38          50
512                    15.33             14.47             16.17          50
1024                   17.24             15.76             19.38          50
2048                   19.16             17.46             20.44          50
4096                   30.99             30.39             31.64          50
8192                   54.04             53.03             54.80          50
16384                  59.50             58.59             60.43          50
32768                  69.21             68.47             70.08          50
65536                  90.84             89.78             92.38          50
131072                144.16            143.22            145.14          50
262144                154.08            153.43            154.95          50
524288                178.62            178.00            179.61          50
1048576               206.13            205.52            206.97          50
2097152               262.70            261.59            263.80          50
4194304               373.34            372.49            374.34          50
8388608               601.16            600.36            601.91          50
16777216             1206.16           1205.25           1206.74          50
33554432             2410.08           2409.17           2410.71          50
67108864             4821.49           4820.94           4821.92          50
134217728            9727.23           9726.69           9727.56          50
268435456           19420.64          19420.22          19421.15          50
536870912           38789.82          38789.08          38790.44          50
1073741824          77657.44          77656.96          77658.04          50
