=== D_blk64 sweep : N=32 ranks=256 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      29.46             27.03             31.03          20
8                      29.19             27.41             31.30          20
16                     29.31             27.94             30.52          20
32                     29.32             25.94             31.55          20
64                     29.20             26.76             31.07          20
128                    30.85             28.24             32.60          20
256                    53.04             50.34             56.65          20
512                    51.82             49.46             54.11          20
1024                   52.50             49.76             56.72          20
2048                   59.40             54.01             63.58          20
4096                   80.37             75.73             83.07          20
8192                  113.30            107.50            117.66          20
16384                 121.84            116.55            125.22          20
32768                 136.94            131.78            140.46          20
65536                 164.37            160.56            167.59          20
131072                294.18            290.11            298.44          20
262144                309.05            305.19            312.77          20
524288                340.79            333.19            345.33          20
1048576               382.82            373.50            387.38          20
2097152               461.96            453.49            467.53          20
4194304               603.72            594.95            608.99          20
8388608               891.34            880.42            909.08          20
16777216             1480.45           1461.12           1510.10          20
33554432             2657.84           2635.60           2701.99          20
67108864             5073.41           5024.20           5134.55          20
134217728           10249.12          10209.72          10301.67          20
268435456           20582.86          20543.79          20632.07          20
536870912           41274.61          41238.60          41331.73          20
1073741824          82812.23          82783.22          82861.05          20
2147483648         175389.90         175363.18         175428.91          20
4294967296         331476.50         331418.68         331526.90          20
