=== A_mpich_host : N=4 ranks=32 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      27.57             23.15             31.49          50
8                      26.83             23.19             30.34          50
16                     26.81             23.01             30.45          50
32                     26.68             22.89             30.29          50
64                     27.77             24.36             31.29          50
128                    46.71             43.83             49.49          50
256                    46.62             43.63             49.49          50
512                    46.74             43.86             49.52          50
1024                   47.65             44.77             50.67          50
2048                   49.10             46.16             52.26          50
4096                   53.22             49.86             56.43          50
8192                   56.47             53.39             59.53          50
16384                  65.06             61.90             68.51          50
32768                  79.30             76.22             83.11          50
65536                 106.33             99.10            111.66          50
131072                146.54            140.04            154.60          50
262144                236.50            228.65            246.37          50
524288                416.69            399.23            439.37          50
1048576               767.43            740.50            795.95          50
2097152              1522.96           1393.90           1569.89          50
4194304              2977.89           2851.56           3228.67          50
8388608              6028.40           5754.34           6544.37          50
16777216            10598.24          10329.94          10875.68          50
33554432            33190.88          32454.51          34166.44          50
