=== A_mpich_host : N=256 ranks=2048 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      66.37             58.23             76.35          50
8                      66.31             58.47             76.24          50
16                     66.20             58.14             76.42          50
32                     66.36             58.84             75.74          50
64                     67.08             59.56             76.44          50
128                    69.37             60.25             80.45          50
256                    89.72             80.92            103.21          50
512                    90.79             82.48            104.13          50
1024                   92.70             84.80            105.69          50
2048                   95.81             86.54            109.57          50
4096                  100.91             91.82            115.82          50
8192                  143.17            135.64            151.54          50
16384                 158.96            149.12            174.31          50
32768                 186.05            173.31            206.77          50
65536                 225.49            211.77            249.85          50
131072                286.10            268.73            315.64          50
262144                390.98            354.77            432.00          50
524288                581.69            511.12            718.62          50
1048576              1304.83           1193.08           1449.56          50
2097152              2395.29           2159.46           2624.06          50
4194304              4456.43           4020.27           4868.79          50
8388608              8469.59           7951.16           8960.49          50
16777216            14116.20          13750.17          14570.59          50
33554432            39975.96          39207.74          41007.11          50
