=== C_mpich_rccl : N=256 ranks=2048 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     147.33            103.22            162.32          50
8                     134.44             91.39            148.70          50
16                    124.69             82.15            138.71          50
32                    123.59             80.70            137.72          50
64                    133.50             85.32            148.89          50
128                   206.72            127.82            230.29          50
256                   210.97            130.18            234.72          50
512                   217.95            134.78            241.90          50
1024                  229.67            141.48            255.51          50
2048                  252.69            154.84            281.31          50
4096                  256.85            159.20            281.19          50
8192                  256.87            161.29            282.96          50
16384                 258.16            160.81            281.87          50
32768                 277.65            261.16            296.51          50
65536                 325.40            309.32            341.68          50
131072                414.63            398.70            430.59          50
262144                589.74            572.28            607.44          50
524288                643.92            623.90            662.17          50
1048576               751.34            728.11            767.54          50
2097152               794.00            752.18            853.61          50
4194304              1537.19           1456.03           1607.86          50
8388608              2581.37           2452.62           2718.35          50
16777216             3872.70           3733.46           3983.51          50
33554432             5765.86           5559.04           5857.72          50
67108864             7602.72           7340.97           7703.76          50
134217728           10451.86           9803.39          10688.67          50
268435456           16788.77          16051.61          17326.46          50
536870912           23212.84          22292.72          23534.72          50
1073741824          37819.26          35863.25          39115.85          50
