=== D_cray_gpuaware : N=256 ranks=2048 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      42.81             40.30             44.97          50
8                      42.96             40.14             45.51          50
16                     43.24             40.83             45.29          50
32                     43.23             40.59             45.78          50
64                     43.51             41.20             45.90          50
128                    46.36             42.26             49.70          50
256                    75.34             72.68             78.36          50
512                    75.06             72.46             78.22          50
1024                   77.24             73.42             82.40          50
2048                   79.98             75.77             84.26          50
4096                   84.45             81.42             88.83          50
8192                  141.91            136.96            149.65          50
16384                 153.82            148.51            160.93          50
32768                 170.90            165.45            180.91          50
65536                 195.25            189.84            203.24          50
131072                374.27            368.85            381.76          50
262144                394.63            389.55            402.03          50
524288                433.06            426.18            443.45          50
1048576               471.41            461.25            482.13          50
2097152               553.87            543.58            565.85          50
4194304              1079.22           1056.92           1148.06          50
8388608              1460.45           1432.18           1533.10          50
16777216             4305.01           4283.07           4383.61          50
33554432            11547.22          11466.12          11619.92          50
67108864            15254.94          15220.68          15310.00          50
134217728           18379.39          18362.31          18407.37          50
268435456           76990.69          76960.64          77207.40          50
536870912           86615.04          86599.33          86660.40          50
1073741824         189811.71         189798.49         189914.66          50
