=== D_kernel0 sweep : N=128 ranks=1024 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      38.15             34.85             65.87          20
8                      37.85             35.85             40.70          20
16                     38.21             35.50             40.43          20
32                     37.99             34.95             40.51          20
64                     37.90             35.25             40.37          20
128                    40.25             36.67             43.96          20
256                    67.23             63.04             71.81          20
512                    66.72             59.75             70.74          20
1024                   67.93             62.38             74.17          20
2048                   74.58             66.15             79.46          20
4096                   99.16             93.01            106.05          20
8192                  138.04            131.75            145.50          20
16384                 140.15            133.39            148.61          20
32768                 157.37            150.64            164.56          20
65536                 183.86            176.33            191.69          20
131072                232.13            223.44            240.78          20
262144                375.86            360.59            389.22          20
524288                622.70            587.60            646.41          20
1048576               960.44            915.21            989.32          20
2097152              1935.20           1892.03           1964.80          20
4194304              3810.35           3767.32           3837.57          20
8388608             10814.04          10761.95          10926.17          20
16777216            40307.21          40238.92          40585.23          20
33554432            31220.52          31175.59          31247.51          20
67108864            60192.37          60147.85          60223.95          20
134217728          119825.76         119779.53         119855.48          20
268435456          239687.10         239646.31         239716.10          20
536870912          478719.00         478672.25         478745.87          20
1073741824         958390.06         958346.23         958417.09          20
2147483648        1775519.71        1775469.79        1775541.50          20
4294967296        3641535.74        3641485.32        3641558.30          20
