=== AUTO_json (RCCL >=64 KiB via csel) ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                      56.76             48.82             63.19          30
16                     56.13             48.26             62.17          30
32                     46.90             39.19             53.04          30
64                     40.97             33.18             47.32          30
128                    44.37             35.50             51.93          30
256                    45.47             36.21             53.38          30
512                    47.35             37.75             55.76          30
1024                   48.84             38.77             57.75          30
2048                   51.91             41.60             61.54          30
4096                   58.08             49.75             66.19          30
8192                   59.67             51.89             67.28          30
16384                  55.57             48.55             62.48          30
32768                  62.84             60.12             64.83          30
65536                  68.61             66.23             70.54          30
131072                 81.18             78.55             83.13          30
262144                105.73            103.11            107.90          30
524288                148.70            145.32            152.43          30
1048576               165.87            161.90            168.97          30
2097152               196.07            190.05            199.84          30
4194304               260.65            250.57            271.35          30
8388608               360.73            355.48            366.10          30
16777216              537.68            528.56            543.10          30
33554432              885.70            872.49            895.14          30
67108864             1526.10           1511.99           1542.21          30
134217728            2771.88           2755.90           2794.00          30
268435456            5190.39           5144.00           5236.26          30
