=== AUTO_hmem (stock tree + FI_HMEM GPU-direct RDMA) ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                     154.49            145.04            164.40          30
16                    151.22            142.43            158.37          30
32                    150.67            142.16            157.63          30
64                    284.06            279.50            290.27          30
128                   276.36            269.48            282.75          30
256                   273.15            265.57            279.86          30
512                   285.80            280.64            292.98          30
1024                  275.32            267.60            282.52          30
2048                  275.10            269.57            281.57          30
4096                  302.02            293.71            311.87          30
8192                  301.43            293.99            309.01          30
16384                 315.39            307.90            323.40          30
32768                 320.65            313.29            330.54          30
65536                 324.41            317.18            330.83          30
131072                353.56            334.52            371.31          30
262144                433.41            423.63            440.72          30
524288                500.41            494.84            506.65          30
1048576               594.21            588.39            601.24          30
2097152               883.39            877.36            887.75          30
4194304              1349.96           1346.47           1352.65          30
8388608              2214.96           2212.84           2218.14          30
16777216             6053.58           6047.27           6058.33          30
33554432            23493.83          23399.25          23620.91          30
67108864            50700.68          50489.04          50885.32          30
134217728          103416.45         103095.68         103787.22          30
268435456          192628.64         191960.59         193411.72          30
