=== D_blk64 sweep : N=2048 ranks=16384 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      56.83             52.22             90.87          20
8                      57.11             53.76             60.39          20
16                     56.95             53.75             60.14          20
32                     56.81             53.84             59.99          20
64                     57.24             53.44             60.73          20
128                    61.04             57.22             65.52          20
256                    94.65             88.45            102.27          20
512                    94.07             89.36            101.27          20
1024                   95.97             90.88            104.66          20
2048                  104.02             96.52            111.80          20
4096                  105.57            100.97            111.48          20
8192                  151.83            146.67            158.15          20
16384                 177.28            169.97            191.41          20
32768                 332.18            309.19            357.78          20
65536                 255.26            245.16            269.27          20
131072                493.47            487.33            505.30          20
262144                511.53            504.22            522.87          20
524288                552.43            545.50            565.52          20
1048576               590.30            583.19            609.58          20
2097152               673.16            664.41            692.17          20
4194304               814.78            803.84            834.12          20
8388608              1201.59           1188.24           1227.41          20
16777216             2994.29           2979.41           3115.07          20
33554432             4195.90           4157.98           4390.55          20
67108864             6614.80           6542.89           6850.58          20
134217728           14386.34          14330.10          14555.42          20
268435456           34199.37          33898.17          34451.47          20
536870912           56360.28          56274.00          56543.75          20
1073741824          90231.67          90189.43          90304.13          20
2147483648         180623.89         180590.20         180681.69          20
4294967296         477595.66         477522.38         478444.01          20
