=== A_mpich_host : N=1 ranks=8 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      17.21             13.90             20.38          50
8                      17.00             13.82             20.25          50
16                     17.09             13.82             20.31          50
32                     27.87             25.24             30.46          50
64                     28.30             25.63             30.95          50
128                    27.66             25.07             30.25          50
256                    28.24             25.63             30.82          50
512                    28.73             26.03             31.45          50
1024                   29.88             27.11             32.64          50
2048                   29.48             26.83             32.09          50
4096                   30.61             27.98             33.23          50
8192                   32.64             29.98             35.29          50
16384                  40.79             37.92             43.47          50
32768                  51.29             48.64             54.03          50
65536                  68.93             66.75             71.30          50
131072                 97.33             95.62             99.68          50
262144                154.89            151.92            157.78          50
524288                266.52            260.31            270.03          50
1048576               505.62            444.24            534.00          50
2097152               950.45            831.38           1083.53          50
4194304              2069.82           1826.72           2253.33          50
8388608              4156.85           3750.34           4446.56          50
16777216             7845.05           7700.39           7967.09          50
33554432            29197.94          28895.11          29477.67          50
