=== D_blk128 sweep : N=64 ranks=512 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      34.83             32.70             38.55          10
8                      35.19             31.03             40.67          10
16                     34.66             31.87             37.14          10
32                     34.77             32.25             37.00          10
64                     34.92             31.92             37.97          10
128                    37.15             34.17             40.32          10
256                    64.66             60.58             69.41          10
512                    66.99             64.10             70.95          10
1024                   63.70             59.35             69.27          10
2048                   71.67             64.07             78.32          10
4096                   95.16             92.74             98.44          10
8192                  138.74            134.16            142.43          10
16384                 137.41            134.49            141.41          10
32768                 152.14            149.51            155.13          10
65536                 186.56            179.26            192.73          10
131072                335.38            331.44            340.95          10
262144                347.62            341.67            354.62          10
524288                388.98            383.75            394.78          10
1048576               429.82            422.92            440.29          10
2097152               506.39            501.25            512.34          10
4194304               650.85            644.55            655.79          10
8388608               935.88            926.68            948.97          10
16777216             1536.48           1518.33           1567.71          10
33554432             2718.70           2691.30           2768.60          10
67108864             5187.37           5161.04           5223.70          10
134217728           10203.88          10119.38          10381.11          10
268435456           20617.66          20576.14          20692.76          10
536870912           41462.80          41410.54          41597.29          10
1073741824          83210.72          83161.68          83325.55          10
2147483648         166529.70         166480.94         166672.24          10
4294967296         335663.20         335612.13         335745.12          10
