=== AUTO_json (RCCL >=64 KiB via csel) ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                     170.32            155.63            190.29          30
16                    165.77            152.76            182.05          30
32                    164.85            150.21            183.40          30
64                    314.59            311.32            318.14          30
128                   304.48            299.00            310.28          30
256                   309.89            304.07            314.56          30
512                   322.24            318.42            326.42          30
1024                  305.65            300.73            313.85          30
2048                  308.83            304.41            314.99          30
4096                  317.22            303.38            330.81          30
8192                  325.57            312.90            338.02          30
16384                 328.07            315.93            341.61          30
32768                 335.78            323.66            349.62          30
65536                 346.55            336.04            359.03          30
131072                 92.25             87.34             95.57          30
262144                109.34            105.55            112.25          30
524288                149.49            144.43            154.10          30
1048576               166.75            161.64            169.77          30
2097152               196.82            190.14            200.65          30
4194304               262.44            252.20            270.99          30
8388608               361.06            354.86            368.96          30
16777216              538.13            530.14            547.37          30
33554432              886.78            876.32            898.18          30
67108864             1525.65           1501.07           1545.99          30
134217728            2773.41           2743.87           2799.42          30
268435456            5184.08           5128.04           5234.32          30
