=== A_mpich_host : N=8 ranks=64 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      30.87             27.02             34.57          50
8                      30.93             26.94             34.79          50
16                     31.31             26.90             35.19          50
32                     31.04             26.96             34.85          50
64                     31.08             26.80             34.83          50
128                    32.54             27.72             37.25          50
256                    54.71             51.58             58.01          50
512                    54.88             51.70             58.13          50
1024                   56.00             52.92             59.72          50
2048                   56.88             53.44             60.18          50
4096                   62.27             58.71             66.66          50
8192                   65.96             62.38             70.90          50
16384                  76.44             72.84             81.55          50
32768                  92.56             88.04             96.70          50
65536                 117.50            109.45            124.31          50
131072                159.65            151.20            168.96          50
262144                246.19            237.08            263.87          50
524288                426.45            411.87            448.55          50
1048576               770.90            722.58            818.22          50
2097152              1544.94           1404.90           1690.49          50
4194304              3420.99           3153.79           3722.53          50
8388608              6570.90           6036.51           6973.53          50
16777216            10759.90          10340.17          11382.76          50
33554432            33680.22          33042.64          34299.96          50
