=== C_mpich_rccl : N=8 ranks=64 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      75.91             58.48             86.44          50
8                      68.32             51.80             78.50          50
16                     56.04             39.94             65.88          50
32                     55.38             39.15             65.42          50
64                     59.51             41.93             70.30          50
128                    69.37             47.80             81.69          50
256                    71.70             49.46             84.82          50
512                    74.21             51.03             88.22          50
1024                   77.96             53.25             93.22          50
2048                   86.41             58.78            103.52          50
4096                   95.83             72.39            110.20          50
8192                   95.10             69.98            110.49          50
16384                  93.93             70.17            106.33          50
32768                 106.29             99.57            113.37          50
65536                 123.26            116.12            127.76          50
131072                158.35            151.24            163.90          50
262144                227.24            218.66            232.24          50
524288                270.77            261.44            276.88          50
1048576               364.93            357.88            370.93          50
2097152               293.58            278.55            312.47          50
4194304               382.74            362.67            407.51          50
8388608               663.81            624.92            706.46          50
16777216              742.92            711.82            781.98          50
33554432             1339.73           1293.82           1389.25          50
67108864             2382.04           2313.17           2447.97          50
134217728            3891.95           3787.08           4005.05          50
268435456            5756.13           5731.16           5801.09          50
536870912           11417.82          11332.84          11475.69          50
1073741824          22759.09          22609.18          22906.49          50
