=== A_mpich_host : N=64 ranks=512 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      55.98             49.57             62.25          50
8                      55.02             47.66             61.71          50
16                     56.30             48.82             62.92          50
32                     54.98             48.52             61.44          50
64                     55.51             49.58             62.09          50
128                    57.62             49.93             65.28          50
256                    74.11             68.78             79.69          50
512                    74.82             69.91             80.38          50
1024                   76.36             70.45             82.31          50
2048                  107.77            103.52            112.89          50
4096                  113.42            109.03            119.66          50
8192                  121.49            116.52            129.34          50
16384                 136.61            131.55            143.22          50
32768                 156.87            151.08            164.87          50
65536                 190.04            182.72            200.69          50
131072                237.53            226.60            245.96          50
262144                325.79            303.21            340.35          50
524288                511.56            462.25            542.04          50
1048576               940.04            836.36           1006.42          50
2097152              1818.79           1630.91           1964.86          50
4194304              3616.30           3244.39           4006.51          50
8388608              6833.50           6287.55           7349.51          50
16777216            11134.42          10759.84          11740.01          50
33554432            34781.33          34013.70          35944.56          50
