=== D_blk64 sweep : N=8 ranks=64 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      18.64             17.18             20.59          20
8                      18.41             17.58             19.54          20
16                     18.20             17.16             19.22          20
32                     18.22             17.22             19.34          20
64                     18.48             17.54             19.45          20
128                    19.36             17.90             20.87          20
256                    37.65             36.14             39.49          20
512                    36.69             35.42             38.24          20
1024                   36.94             33.83             40.81          20
2048                   44.27             39.76             47.87          20
4096                   61.57             60.65             63.62          20
8192                   93.37             91.51             94.89          20
16384                  99.01             97.38            101.34          20
32768                 108.35            106.69            110.68          20
65536                 131.04            129.17            134.25          20
131072                232.27            228.12            237.54          20
262144                247.75            245.79            249.18          20
524288                275.12            273.53            277.16          20
1048576               314.17            311.04            317.50          20
2097152               383.85            381.50            385.90          20
4194304               511.46            509.85            512.76          20
8388608               786.44            777.34            798.16          20
16777216             1371.66           1354.53           1390.62          20
33554432             2503.86           2483.84           2530.14          20
67108864             4861.28           4827.77           4905.93          20
134217728            9774.35           9730.60           9834.20          20
268435456           19658.09          19629.37          19697.85          20
536870912           39336.23          39297.80          39388.66          20
1073741824          78762.48          78729.55          78811.32          20
2147483648         157952.46         157917.26         158000.00          20
4294967296         317210.15         317175.18         317261.79          20
