=== D_cray_gpuaware : N=512 ranks=4096 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      47.22             42.94             51.09          50
8                      47.36             43.82             51.18          50
16                     47.12             43.25             51.02          50
32                     47.05             42.58             51.04          50
64                     47.70             43.47             52.04          50
128                    51.60             46.96             57.21          50
256                    88.45             77.99            100.53          50
512                    81.92             76.15             88.22          50
1024                   84.38             79.09             91.69          50
2048                   87.80             82.07             94.79          50
4096                   92.28             87.12             99.39          50
8192                  126.50            121.57            132.74          50
16384                 163.55            157.79            177.78          50
32768                 180.78            174.16            196.62          50
65536                 206.87            199.84            222.96          50
131072                402.97            396.01            420.01          50
262144                422.90            415.51            436.66          50
524288                459.93            452.83            476.32          50
1048576               504.61            496.22            524.67          50
2097152              1200.59           1187.33           1295.83          50
4194304              1900.65           1876.31           1988.80          50
8388608              2752.42           2740.18           2797.10          50
16777216             6119.42           6083.36           6195.36          50
33554432            12594.66          12537.11          12717.00          50
67108864            10428.57          10410.04          10464.72          50
134217728           19265.50          19250.43          19295.44          50
268435456           88677.38          88635.17          89003.16          50
536870912           96355.44          96340.31          96411.84          50
1073741824         219698.36         219679.80         219787.11          50
