=== C_mpich_rccl : N=512 ranks=4096 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                     158.19            112.08            173.83          50
8                     148.45            103.02            164.06          50
16                    136.91             92.51            152.10          50
32                    136.14             91.43            151.31          50
64                    148.01             96.91            164.21          50
128                   222.18            139.36            246.96          50
256                   227.31            142.50            253.10          50
512                   235.40            147.41            261.83          50
1024                  247.32            154.50            274.78          50
2048                  272.50            168.55            301.53          50
4096                  279.74            176.70            306.69          50
8192                  280.16            178.89            309.01          50
16384                 281.16            178.87            308.54          50
32768                 297.34            276.97            323.31          50
65536                 351.28            333.33            375.21          50
131072                453.36            436.80            475.70          50
262144                664.15            645.53            688.95          50
524288                705.40            688.74            727.78          50
1048576               845.52            824.58            868.14          50
2097152              1235.10           1182.81           1262.02          50
4194304              2031.97           1939.58           2106.04          50
8388608              2910.35           2791.84           2953.33          50
16777216             4645.49           4462.02           4757.85          50
33554432             6172.21           5939.10           6244.85          50
67108864             8337.62           8021.91           8435.44          50
134217728           10549.42           9978.44          10782.84          50
268435456           53161.47          52578.33          53370.13          50
536870912           24919.63          23948.95          25254.58          50
1073741824          38669.16          36741.44          39518.48          50
