=== A_mpich_host : N=512 ranks=4096 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      71.56             62.90             79.30          50
8                      71.56             63.39             79.17          50
16                     71.63             63.11             79.37          50
32                     71.22             62.41             79.12          50
64                     71.85             62.56             79.46          50
128                    75.46             67.01             83.30          50
256                    97.57             87.82            106.70          50
512                    98.43             88.71            107.70          50
1024                  100.67             90.92            109.62          50
2048                  104.27             93.78            114.66          50
4096                  109.84             99.14            122.31          50
8192                  129.78            118.30            147.94          50
16384                 171.02            162.83            182.36          50
32768                 194.17            184.41            208.79          50
65536                 230.72            218.55            251.30          50
131072                291.24            272.19            319.82          50
262144                400.15            363.54            443.53          50
524288                676.44            613.55            816.61          50
1048576              2374.67           2255.11           2516.16          50
2097152              3632.69           3395.05           3821.67          50
4194304              6088.13           5647.64           6438.81          50
8388608              9887.10           9338.14          10375.80          50
16777216            14979.85          14515.94          15538.72          50
33554432            44260.86          43425.61          45597.43          50
