=== A_mpich_host : N=2048 ranks=16384 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      85.35             77.59             92.81          50
8                      82.66             76.39             90.47          50
16                     80.76             73.98             90.30          50
32                     81.35             74.57             90.48          50
64                     81.65             75.47             91.34          50
128                    84.91             77.82             94.92          50
256                   111.81             99.09            126.62          50
512                   113.07             99.94            128.54          50
1024                  115.72            102.33            130.49          50
2048                  121.41            109.47            135.50          50
4096                  125.94            111.42            143.77          50
8192                  148.71            133.70            171.59          50
16384                 257.49            168.74            492.06          50
32768                 356.29            319.58            525.17          50
65536                 981.84            966.84           1086.68          50
131072               1413.05           1393.83           1608.57          50
262144               2817.58           2774.81           2937.23          50
524288               3569.45           3482.93           3748.80          50
1048576              5197.75           5025.12           5414.50          50
2097152              6607.61           6311.32           6852.92          50
4194304              8614.87           8119.27           8907.70          50
8388608             11237.67          10664.24          11759.77          50
16777216            14111.17          13669.14          14705.22          50
33554432            47365.62          46175.37          48873.27          50
