=== D_kernel0 sweep : N=512 ranks=4096 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      48.74             46.15             78.43          20
8                      48.36             45.36             51.34          20
16                     48.21             45.31             52.00          20
32                     48.29             45.13             51.00          20
64                     49.21             46.15             52.47          20
128                    52.36             48.28             56.65          20
256                    82.75             79.23             86.94          20
512                    82.23             79.27             86.12          20
1024                   83.76             79.31             89.42          20
2048                   90.37             82.93             95.89          20
4096                   91.13             87.27             95.97          20
8192                  134.51            130.17            140.30          20
16384                 165.95            160.80            173.81          20
32768                 185.13            180.34            192.40          20
65536                 208.16            202.87            216.06          20
131072                260.77            254.03            270.85          20
262144                402.71            385.07            418.61          20
524288                653.98            618.48            678.49          20
1048576               990.29            938.41           1019.82          20
2097152              1970.11           1918.07           2002.91          20
4194304              3875.09           3821.38           3903.84          20
8388608             18061.98          18004.30          18162.40          20
16777216            49146.27          49079.60          49304.20          20
33554432            30621.56          30569.31          30651.78          20
67108864            61119.18          61072.88          61151.24          20
134217728          122302.69         122254.73         122336.81          20
268435456          243637.15         243590.76         243671.32          20
536870912          488212.81         488161.71         488244.96          20
1073741824         979172.75         979122.05         979204.91          20
2147483648        1885944.77        1885895.66        1885972.41          20
4294967296        3795809.36        3795758.04        3795838.56          20
