=== D_cray_gpuaware : N=64 ranks=512 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      35.78             33.57             37.44          50
8                      35.57             34.15             37.15          50
16                     35.25             33.22             36.51          50
32                     35.40             32.95             36.86          50
64                     35.59             33.21             37.70          50
128                    37.60             35.52             39.59          50
256                    61.35             58.68             63.31          50
512                    61.17             57.97             64.12          50
1024                   62.99             59.74             66.08          50
2048                   66.43             62.40             69.04          50
4096                   93.10             90.30             96.33          50
8192                  127.08            123.42            131.08          50
16384                 136.18            132.62            139.42          50
32768                 152.13            146.26            158.28          50
65536                 178.73            174.55            183.12          50
131072                327.83            323.34            333.40          50
262144                339.23            334.76            343.89          50
524288                376.44            371.48            381.55          50
1048576               420.08            414.40            427.32          50
2097152               498.86            493.07            505.70          50
4194304               649.63            644.20            657.24          50
8388608               944.85            932.81            962.19          50
16777216             1903.96           1890.68           1922.28          50
33554432             4826.30           4817.20           4867.53          50
67108864            12027.81          12020.37          12041.81          50
134217728           20855.35          20827.83          20903.61          50
268435456           31438.63          31427.08          31453.93          50
536870912           62963.64          62952.46          62977.55          50
1073741824         126986.53         126976.86         126999.09          50
