=== D_cray_gpuaware : N=1 ranks=8 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                       2.89              2.76              3.01          50
8                       2.44              2.42              2.45          50
16                      2.83              2.77              2.88          50
32                      2.52              2.49              2.56          50
64                      2.61              2.59              2.63          50
128                     2.74              2.72              2.76          50
256                    11.92             11.49             12.42          50
512                    11.11             10.63             11.58          50
1024                   11.99             11.04             13.99          50
2048                   13.28             12.01             14.38          50
4096                   20.31             20.00             20.71          50
8192                   41.71             41.01             42.58          50
16384                  46.96             46.19             48.04          50
32768                  56.79             55.87             57.71          50
65536                  77.05             75.97             77.78          50
131072                113.36            112.99            113.71          50
262144                120.59            120.21            121.06          50
524288                136.29            135.67            137.07          50
1048576               158.00            157.39            158.40          50
2097152               208.56            207.86            209.13          50
4194304               311.27            310.62            311.73          50
8388608               514.15            513.46            514.62          50
16777216             1029.39           1028.55           1029.97          50
33554432             2060.92           2060.16           2061.58          50
67108864             4125.74           4125.27           4126.11          50
134217728            8276.08           8275.68           8276.44          50
268435456           16621.31          16620.66          16621.76          50
536870912           33200.51          33200.09          33200.89          50
1073741824          66462.24          66461.40          66462.97          50
