=== D_blk64 sweep : N=512 ranks=4096 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      47.90             44.57             77.32          20
8                      47.28             44.98             49.71          20
16                     47.08             43.78             50.24          20
32                     47.21             44.22             50.33          20
64                     47.87             44.83             51.79          20
128                    51.31             47.76             55.08          20
256                    81.76             77.17             87.52          20
512                    80.70             76.57             84.33          20
1024                   82.55             78.50             88.16          20
2048                   89.68             81.87             96.10          20
4096                   89.95             85.05             95.58          20
8192                  133.78            129.22            140.56          20
16384                 167.62            162.19            178.05          20
32768                 179.95            174.62            188.57          20
65536                 211.45            202.46            219.56          20
131072                418.76            413.66            426.54          20
262144                432.64            426.43            444.84          20
524288                467.92            462.29            481.65          20
1048576               509.76            501.68            525.81          20
2097152               588.43            578.48            608.06          20
4194304               729.63            720.39            747.08          20
8388608              1027.05           1013.79           1049.81          20
16777216             1641.22           1624.22           1671.33          20
33554432             2869.71           2843.87           2921.51          20
67108864             5353.31           5325.04           5422.37          20
134217728           10763.02          10731.40          10829.32          20
268435456           24197.42          24173.46          24251.45          20
536870912           60162.07          60091.05          60348.45          20
1073741824          91267.35          91233.06          91346.79          20
2147483648         174422.94         174376.91         174516.11          20
4294967296         347710.06         347680.41         347776.07          20
