=== A_mpich_host : N=64 ranks=512 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      57.29             51.79             63.98          50
8                     102.37             64.28            155.71          50
16                     57.04             50.94             63.71          50
32                     56.83             50.50             63.16          50
64                     57.18             51.13             63.63          50
128                    59.11             52.61             65.93          50
256                    75.48             71.11             81.77          50
512                    76.39             71.91             81.99          50
1024                   78.03             73.31             83.83          50
2048                  109.58            105.24            114.15          50
4096                  115.80            110.58            121.63          50
8192                  123.12            118.58            129.41          50
16384                 138.18            132.91            144.53          50
32768                 159.97            154.56            167.55          50
65536                 190.49            183.95            199.19          50
131072                233.74            224.92            242.84          50
262144                318.80            295.82            332.04          50
524288                499.91            451.61            537.75          50
1048576               895.40            789.82            978.15          50
2097152              1747.18           1525.53           1926.55          50
4194304              3613.42           3261.19           3986.44          50
8388608              6874.80           6428.88           7326.85          50
16777216            11079.11          10775.31          11525.36          50
33554432            34822.32          34048.86          36444.61          50
