=== A_mpich_host : N=256 ranks=2048 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      66.11             58.43             72.12          50
8                      66.07             58.51             72.01          50
16                     66.03             59.28             72.06          50
32                     66.26             58.82             72.09          50
64                     66.03             60.16             72.53          50
128                    68.77             62.66             75.26          50
256                    89.61             83.05             95.87          50
512                    90.56             84.48             96.37          50
1024                   91.92             86.20             97.86          50
2048                   95.55             89.91            101.06          50
4096                  100.32             94.34            105.59          50
8192                  141.64            134.26            151.09          50
16384                 157.52            149.19            166.96          50
32768                 178.48            170.62            187.85          50
65536                 209.64            200.43            221.19          50
131072                256.17            244.53            269.97          50
262144                353.26            330.04            368.58          50
524288                541.86            490.18            573.73          50
1048576               977.25            876.23           1062.07          50
2097152              1853.89           1646.41           2039.13          50
4194304              3644.97           3214.48           4029.34          50
8388608              7946.00           7427.40           8481.41          50
16777216            13884.85          13451.86          14556.32          50
33554432            38831.07          37876.29          40111.30          50
