=== D_cray_gpuaware : N=1 ranks=8 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                       2.75              2.63              2.86          50
8                       2.73              2.71              2.78          50
16                      2.62              2.59              2.66          50
32                      2.65              2.63              2.69          50
64                      2.60              2.58              2.62          50
128                     2.69              2.63              2.74          50
256                    12.10             11.61             12.61          50
512                    10.71             10.28             11.21          50
1024                   12.17             11.09             14.15          50
2048                   13.15             12.14             13.90          50
4096                   21.40             21.16             21.74          50
8192                   42.11             41.40             43.08          50
16384                  46.94             46.27             47.86          50
32768                  56.47             55.87             57.24          50
65536                  77.31             76.53             78.02          50
131072                111.80            111.32            112.23          50
262144                119.98            119.43            120.50          50
524288                135.33            134.72            136.05          50
1048576               157.39            157.01            157.63          50
2097152               207.73            207.26            208.02          50
4194304               310.38            309.89            310.79          50
8388608               512.18            511.72            512.50          50
16777216             1027.54           1027.09           1027.85          50
33554432             2056.84           2056.54           2057.14          50
67108864             4118.54           4118.25           4118.79          50
134217728            8263.04           8262.64           8263.53          50
268435456           16580.61          16580.21          16580.91          50
536870912           33138.49          33138.14          33138.90          50
1073741824          66376.09          66375.62          66376.60          50
