=== RCCL reference ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
1024                  273.36            169.12            300.22          30
2048                  297.75            182.47            326.64          30
4096                  288.73            173.63            314.09          30
8192                  286.67            172.65            313.15          30
16384                 287.31            174.18            314.17          30
32768                 301.64            278.40            324.77          30
65536                 354.75            336.28            372.12          30
131072                457.28            438.80            473.71          30
262144                674.50            651.32            694.37          30
