=== HYBRID_prod (16K threshold, SWAP=16K) ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
1024                  167.47            157.54            185.60          30
2048                  171.08            160.32            190.57          30
4096                  178.79            167.75            198.63          30
8192                  195.77            185.32            216.86          30
16384                 237.52            228.75            254.28          30
32768                 320.85            303.33            340.65          30
65536                 355.82            339.77            371.12          30
131072                458.68            443.20            472.99          30
262144                653.69            636.43            672.03          30
