=== AUTO_json (RCCL >=64 KiB via csel) ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
1024                  479.19            432.06            578.53          30
2048                  492.98            448.78            589.71          30
4096                  821.29            807.63            851.37          30
8192                  805.73            789.94            823.87          30
16384                 828.15            812.10            847.56          30
32768                 846.01            829.49            865.93          30
65536                 864.17            845.28            884.36          30
131072                379.54            365.78            391.60          30
262144                525.46            511.47            539.19          30
524288                576.37            560.90            587.65          30
1048576               681.13            660.60            692.50          30
2097152               624.65            588.59            687.47          30
4194304              1083.67           1026.20           1191.43          30
8388608              1912.49           1817.79           2150.30          30
16777216             2395.46           2307.73           2485.77          30
33554432             3788.41           3597.00           3968.67          30
67108864             6489.95           6281.03           6559.45          30
134217728            8750.77           8292.60           9117.26          30
268435456           13201.23          12705.42          13723.04          30
