=== AUTO_json (RCCL >=64 KiB via csel) ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
1024                  571.21            525.67            668.73          30
2048                  586.03            541.61            690.32          30
4096                  606.16            559.86            711.65          30
8192                  625.31            587.17            719.79          30
16384                1042.86           1014.64           1101.74          30
32768                1017.45            980.08           1068.40          30
65536                1021.91           1002.11           1054.28          30
131072                483.01            455.66            503.48          30
262144                655.89            637.63            673.53          30
524288                738.72            715.37            758.80          30
1048576               869.32            837.39            893.17          30
2097152              1161.69           1117.15           1183.85          30
4194304              1928.19           1818.48           2008.17          30
8388608              3055.34           2935.77           3162.21          30
16777216             5557.16           5333.85           5672.37          30
33554432             7307.50           6969.53           7418.03          30
67108864             8190.86           7936.96           8761.34          30
134217728            9615.22           9036.51           9965.67          30
268435456           17265.76          16166.65          17625.34          30
