=== D_kernel0 sweep : N=512 ranks=4096 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      48.77             45.18             78.20          20
8                      48.42             44.61             51.67          20
16                     48.31             45.53             50.87          20
32                     47.95             44.71             50.29          20
64                     48.60             44.61             51.54          20
128                    52.23             48.58             55.66          20
256                    82.63             79.07             87.11          20
512                    82.30             78.96             85.82          20
1024                   83.97             78.91             89.86          20
2048                   90.76             83.58             96.37          20
4096                   91.12             87.01             95.45          20
8192                  135.00            130.18            139.53          20
16384                 166.28            161.04            174.67          20
32768                 185.76            179.57            195.33          20
65536                 212.59            205.75            221.60          20
131072                286.24            278.95            298.08          20
262144                404.68            387.74            422.53          20
524288                657.04            622.20            681.45          20
1048576               987.78            939.15           1016.46          20
2097152              1966.31           1913.60           1993.67          20
4194304              3820.26           3761.66           3847.32          20
8388608             18481.70          18423.12          18583.87          20
16777216            47767.34          47706.65          47937.62          20
33554432            29687.02          29634.32          29715.63          20
67108864            60065.94          60008.94          60095.24          20
134217728          119133.31         119080.35         119161.88          20
268435456          235967.53         235911.77         235994.12          20
536870912          474216.31         474164.84         474246.61          20
1073741824         949484.08         949433.28         949513.21          20
2147483648        1887811.07        1887764.37        1887835.89          20
4294967296        3809989.21        3809941.12        3810015.23          20
