=== D_blk64 sweep : N=4096 ranks=32768 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      60.70             56.63             96.41          20
8                      60.76             57.23             65.00          20
16                     60.69             56.92             64.54          20
32                     60.62             56.41             65.65          20
64                     61.09             57.12             65.39          20
128                    65.17             61.30             69.81          20
256                   100.42             94.36            111.74          20
512                   100.12             95.31            109.34          20
1024                  104.70             98.91            114.60          20
2048                  111.78            103.30            119.61          20
4096                  129.56            107.85            141.24          20
8192                  159.66            153.90            167.58          20
16384                 189.62            184.60            200.32          20
32768                 351.80            324.51            386.06          20
65536                 541.64            483.97            573.64          20
131072                595.06            588.55            607.21          20
262144                584.15            575.64            598.84          20
524288                619.21            611.85            634.87          20
1048576               701.93            695.01            721.07          20
2097152               822.63            814.70            850.79          20
4194304              1604.80           1594.51           1716.95          20
8388608              2127.06           2111.12           2251.01          20
16777216             3569.13           3557.57           3695.09          20
33554432             4691.45           4675.18           4740.52          20
67108864             7288.83           7255.86           7452.59          20
134217728           15988.58          15827.26          16222.60          20
268435456           37944.34          37803.14          38119.95          20
536870912           50236.04          50170.45          50341.69          20
1073741824          90781.58          90728.00          90866.36          20
2147483648         183014.41         182974.02         183096.37          20
4294967296         494559.24         494500.17         495344.31          20
