=== D_cray_gpuaware : N=64 ranks=512 ===

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      33.73             31.77             35.35          50
8                      33.63             31.47             35.65          50
16                     33.40             31.73             35.36          50
32                     34.99             32.12             37.48          50
64                     35.10             31.82             38.02          50
128                    37.42             35.56             39.19          50
256                    61.27             59.11             63.77          50
512                    61.78             59.22             64.15          50
1024                   63.05             59.84             67.26          50
2048                   65.84             61.91             69.21          50
4096                   91.29             88.24             96.68          50
8192                  122.85            118.75            129.18          50
16384                 135.30            131.30            141.47          50
32768                 150.34            146.16            155.45          50
65536                 188.15            181.75            192.91          50
131072                326.15            322.48            332.42          50
262144                339.34            334.55            346.42          50
524288                373.78            367.27            383.61          50
1048576               417.75            410.82            427.98          50
2097152               499.05            492.87            508.41          50
4194304               648.30            639.95            659.58          50
8388608               943.32            929.82            968.97          50
16777216             1933.61           1917.08           1982.94          50
33554432             6683.43           6657.56           6709.02          50
67108864            12805.76          12775.94          12856.96          50
134217728           19103.43          19090.40          19131.90          50
268435456           31433.50          31423.32          31450.78          50
536870912           63518.46          63506.77          63535.47          50
1073741824         127548.21         127536.84         127566.78          50
