=== A_mpich_host : N=4 ranks=32 ===

# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
4                      27.15             23.09             30.87          50
8                      27.50             23.67             30.91          50
16                     26.71             22.89             30.15          50
32                     26.75             22.90             30.31          50
64                     26.75             23.09             30.06          50
128                    45.96             43.30             49.03          50
256                    45.43             42.75             48.52          50
512                    45.84             43.03             48.99          50
1024                   47.49             44.25             50.61          50
2048                   47.92             44.88             51.38          50
4096                   52.61             49.21             56.53          50
8192                   55.62             52.58             59.29          50
16384                  65.00             61.62             68.92          50
32768                  78.34             75.42             82.13          50
65536                 105.51            101.65            110.24          50
131072                144.65            139.85            153.56          50
262144                232.40            213.61            244.68          50
524288                403.09            357.04            425.05          50
1048576               758.19            673.41            806.88          50
2097152              1598.98           1455.23           1688.40          50
4194304              3504.95           3301.07           3790.83          50
8388608              6357.61           5899.51           6824.28          50
16777216            10383.68          10248.55          10581.07          50
33554432            32787.63          31982.20          33399.64          50
